sphx_glr_auto_examples_plot_quality_assurance.py,/auto_examples/images/thumb/sphx_glr_plot_quality_assurance_thumb.png,A simple example showing how to perform quality analysis…,Basic brainprep example
sphx_glr_auto_examples_plot_defacing.py,/auto_examples/images/thumb/sphx_glr_plot_defacing_thumb.png,A simple example showing how to perform defacing…,Basic brainprep example
sphx_glr_auto_examples_plot_sbm.py,/auto_examples/images/thumb/sphx_glr_plot_sbm_thumb.png,A simple example showing how to perform brain parcellation…,Basic brainprep example
sphx_glr_auto_examples_plot_vbm.py,/auto_examples/images/thumb/sphx_glr_plot_vbm_thumb.png,A simple example showing how to perform VBM…,Basic brainprep example
sphx_glr_auto_examples_plot_quasiraw.py,/auto_examples/images/thumb/sphx_glr_plot_quasiraw_thumb.png,A simple example showing how to perform Quasi Raw…,Basic brainprep example
sphx_glr_auto_examples_plot_fmriprep.py,/auto_examples/images/thumb/sphx_glr_plot_fmriprep_thumb.png,A simple example showing how to perform fMRI preprocessing…,Basic brainprep example
